inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,16.071067811865476,13.571067811865476,12.071067811865476,10.778174593052023,8.414213562373096,5.914213562373095,4.414213562373095,4.5,4.414213562373095,4.82842712474619,6.32842712474619,8.449747468305834,8.571067811865476,10.571067811865476,13.071067811865476,12.778174593052025,12.692388155425121,13.692388155425121,14.692388155425121,inf,16.69238815542512,17.69238815542512,18.69238815542512,19.69238815542512,20.69238815542512,21.69238815542512,22.69238815542512,23.69238815542512,24.69238815542512,25.69238815542512,26.69238815542512,27.69238815542512,29.19238815542512,31.69238815542512,34.19238815542512,34.7634559672906,35.17766952966369,36.17766952966369,37.17766952966369,38.67766952966369,inf
inf,15.399494936611665,14.192388155425117,inf,9.949747468305834,7.949747468305834,5.949747468305834,4.121320343559643,3.0,3.414213562373095,4.82842712474619,4.949747468305834,6.449747468305834,7.949747468305834,10.449747468305834,10.985281374238571,11.278174593052025,12.778174593052025,13.278174593052025,14.278174593052025,15.278174593052025,16.278174593052025,17.778174593052025,20.278174593052025,20.813708498984763,21.106601717798217,22.106601717798217,23.106601717798217,24.106601717798217,25.606601717798217,26.106601717798217,inf,28.106601717798217,29.606601717798217,31.606601717798217,33.60660171779821,33.7634559672906,34.7634559672906,35.7634559672906,37.2634559672906,37.76345596729059,inf
inf,14.071067811865476,12.571067811865476,12.278174593052023,10.121320343559642,8.121320343559642,5.621320343559643,3.121320343559643,2.0,2.414213562373095,2.8284271247461903,inf,7.071067811865476,7.8639610306789285,8.86396103067893,9.86396103067893,10.86396103067893,11.86396103067893,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.106601717798217,29.520815280171313,31.020815280171313,32.349242404917504,33.349242404917504,34.349242404917504,35.3492424049175,36.3492424049175,37.34924240491749,inf
inf,13.449747468305834,11.949747468305834,10.449747468305834,9.449747468305834,8.449747468305834,inf,2.121320343559643,1.0,1.4142135623730951,2.414213562373095,inf,inf,inf,inf,inf,11.278174593052025,12.278174593052025,13.778174593052025,16.278174593052025,17.69238815542512,inf,inf,22.813708498984763,22.72792206135786,inf,inf,24.520815280171313,24.93502884254441,25.93502884254441,26.93502884254441,inf,29.7634559672906,30.520815280171313,30.93502884254441,31.93502884254441,32.93502884254441,33.935028842544405,35.435028842544405,35.9350288425444,36.9350288425444,inf
inf,14.071067811865476,inf,9.86396103067893,9.449747468305834,9.949747468305834,inf,1.0,0,1.0,2.0,inf,inf,inf,inf,inf,11.571067811865476,12.571067811865476,13.571067811865476,15.071067811865476,15.692388155425121,16.69238815542512,inf,21.313708498984763,21.606601717798217,21.520815280171313,inf,23.520815280171313,24.520815280171313,26.020815280171313,28.020815280171313,28.349242404917504,29.606601717798217,30.22792206135786,31.22792206135786,32.22792206135786,32.52081528017131,34.02081528017131,34.520815280171306,35.520815280171306,37.020815280171306,inf
inf,inf,inf,8.742640687119284,8.449747468305834,inf,inf,1.4142135623730951,1.0,1.4142135623730951,2.414213562373095,inf,6.449747468305833,7.449747468305833,8.449747468305834,9.449747468305834,10.449747468305834,11.449747468305834,12.949747468305834,14.278174593052025,15.278174593052025,16.778174593052025,inf,19.813708498984763,20.106601717798217,21.606601717798217,22.106601717798217,inf,inf,inf,inf,inf,28.106601717798217,29.106601717798217,30.106601717798217,31.106601717798217,32.10660171779821,33.10660171779821,34.10660171779821,35.10660171779821,36.10660171779821,inf
inf,11.242640687119284,8.742640687119284,7.242640687119285,6.949747468305833,6.035533905932738,3.5355339059327378,2.414213562373095,2.5,2.414213562373095,2.8284271247461903,4.32842712474619,6.82842712474619,8.571067811865476,9.571067811865476,11.278174593052023,11.571067811865476,11.86396103067893,12.86396103067893,13.86396103067893,inf,16.69238815542512,17.69238815542512,18.69238815542512,19.69238815542512,20.69238815542512,21.69238815542512,22.69238815542512,23.69238815542512,24.69238815542512,25.69238815542512,26.69238815542512,27.69238815542512,29.19238815542512,31.69238815542512,32.22792206135786,32.52081528017131,33.520815280171306,34.520815280171306,35.520815280171306,37.020815280171306,inf
inf,11.32842712474619,9.32842712474619,7.32842712474619,5.82842712474619,4.82842712474619,3.82842712474619,3.914213562373095,3.82842712474619,3.414213562373095,3.82842712474619,inf,7.15685424949238,8.65685424949238,9.65685424949238,10.65685424949238,inf,inf,inf,inf,inf,17.69238815542512,18.106601717798217,19.606601717798217,21.520815280171313,22.520815280171313,inf,inf,24.106601717798217,25.606601717798217,26.106601717798217,inf,28.106601717798217,29.106601717798217,30.606601717798217,32.60660171779821,32.935028842544405,34.435028842544405,35.64213562373095,35.9350288425444,37.4350288425444,inf
inf,10.449747468305834,9.449747468305834,inf,6.242640687119285,5.242640687119285,5.32842712474619,inf,4.82842712474619,4.914213562373095,5.32842712474619,inf,8.65685424949238,9.98528137423857,10.778174593052022,12.48528137423857,12.071067811865476,14.071067811865476,15.606601717798213,18.106601717798213,19.313708498984763,19.19238815542512,inf,20.22792206135786,21.72792206135786,23.22792206135786,24.72792206135786,inf,inf,inf,inf,inf,29.106601717798217,29.520815280171313,30.520815280171313,31.520815280171313,32.52081528017131,33.52081528017131,34.52081528017131,35.52081528017131,36.52081528017131,inf
inf,inf,inf,8.15685424949238,6.65685424949238,inf,inf,6.242640687119285,5.82842712474619,6.242640687119285,6.82842712474619,inf,9.65685424949238,10.071067811865476,11.071067811865476,12.071067811865476,13.071067811865476,13.485281374238571,14.985281374238571,16.48528137423857,17.48528137423857,18.48528137423857,19.98528137423857,21.48528137423857,22.3492424049175,23.8492424049175,26.3492424049175,inf,37.02081528017131,34.52081528017131,32.02081528017131,30.520815280171313,30.106601717798217,30.520815280171313,inf,31.93502884254441,32.935028842544405,33.935028842544405,34.935028842544405,35.935028842544405,37.935028842544405,inf
inf,12.48528137423857,10.98528137423857,9.48528137423857,8.15685424949238,8.778174593052022,9.071067811865476,7.742640687119285,6.82842712474619,7.242640687119285,7.65685424949238,inf,10.65685424949238,11.071067811865476,11.485281374238571,12.485281374238571,13.485281374238571,14.485281374238571,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,31.106601717798217,31.520815280171313,32.64213562373096,32.93502884254441,33.349242404917504,34.3492424049175,35.3492424049175,36.3492424049175,37.3492424049175,inf
inf,13.106601717798213,11.778174593052022,10.278174593052022,9.65685424949238,10.278174593052022,inf,8.949747468305834,7.82842712474619,8.242640687119284,8.65685424949238,inf,inf,inf,inf,inf,13.899494936611667,14.899494936611667,16.399494936611667,18.899494936611667,21.3492424049175,inf,inf,44.09188309203677,42.59188309203677,inf,inf,37.9350288425444,36.9350288425444,35.9350288425444,34.9350288425444,inf,32.10660171779821,32.52081528017131,32.935028842544405,33.935028842544405,34.349242404917504,34.7634559672906,36.2634559672906,36.76345596729059,37.76345596729059,inf
inf,13.899494936611664,inf,11.071067811865476,10.65685424949238,11.778174593052022,inf,9.242640687119286,8.82842712474619,9.242640687119284,9.65685424949238,inf,inf,inf,inf,inf,15.399494936611667,16.02081528017131,17.02081528017131,18.52081528017131,19.52081528017131,20.52081528017131,inf,44.00609665440986,42.677669529663675,41.177669529663675,inf,38.34924240491749,37.34924240491749,37.020815280171306,35.020815280171306,33.520815280171306,33.60660171779821,34.02081528017131,34.435028842544405,35.05634918610405,35.3492424049175,36.2634559672906,36.17766952966369,37.17766952966369,38.67766952966369,inf
inf,inf,inf,12.571067811865476,11.65685424949238,inf,inf,10.242640687119286,9.82842712474619,10.242640687119284,10.65685424949238,inf,20.52081528017131,19.52081528017131,18.52081528017131,17.52081528017131,16.899494936611667,17.52081528017131,18.8492424049175,19.14213562373095,19.935028842544405,21.435028842544405,inf,44.09188309203677,42.59188309203677,41.26345596729058,39.76345596729058,inf,inf,inf,inf,inf,34.9350288425444,35.52081528017131,35.935028842544405,36.55634918610405,36.3492424049175,36.76345596729059,37.17766952966369,37.59188309203678,38.59188309203678,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
